111027|0.024437
627436|0.599099
671564|0.007416
737546|0.001814
878056|0.078225
1029392|
1045298|0.052629
1159914|0.130585
1450518|0.031217
2353789|0.175556
2372579|0.062875
4629065|0.000673
4735737|0.016033
4786828|0.34566
5703872|0.003825
6400274|0.057835
7020254|0.001408
7320873|
7624182|0.00885
7724421|0.002194
7854182|0.033438
9172417|0.329191
9391285|4.0E-5
9433212|0.019335
9845586|0.05299
9966358|0.017073
10393493|0.382451
10467747|0.042562
11171398|0.155042
11286209|
12824209|0.27975
12828458|0.279034
12915124|
13070701|0.010596
13079486|1.012895
13325340|0.006949
13840107|0.760406
13957444|0.000282
14617089|
14850843|0.077269
17468122|0.018547
18250189|
18914916|0.007353
19193162|0.041574
20215452|0.010142
20239565|0.005115
20871923|0.035801
20876588|0.060372
21827849|
22079739|0.111585
22146154|0.127662
22529346|0.138322
22843856|0.002953
22877676|0.003545
23221002|4.4E-5
23936839|
24433067|
24522770|0.005149
24586751|0.003217
24606516|0.066198
25078924|0.028657
25183492|0.023167
26432264|
27112021|1.6E-5
27312189|0.088092
27315670|0.973267
27397122|0.175672
28290956|0.013799
29777922|0.010359
29778064|0.020503
29831208|
29986808|0.058521
30016911|0.000155
30028394|1.7E-5
30034081|0.031667
30312916|
30531417|0.165424
30562668|
30631330|0.140875
30816076|0.17813
31107108|
31273263|0.06103
31303242|0.00489
31653503|0.015366
31870141|0.01325
31998499|0.104459
32000625|0.011771
32008233|
32093154|0.013519
32152978|0.00881
32702481|0.000247
32932888|5.031932
33689349|0.040867
33715938|0.02456
33742428|
33834253|0.091475
33862174|0.032606
33864821|
34978817|
35086365|0.002314
35744707|0.020944
36728572|0.000295
36729364|0.001677
37601240|0.003223
38399380|0.142755
38461578|0.021847
38462492|0.015874
38465274|0.004829
38469787|0.045926
38541473|0.019665
38586438|0.015138
38687360|0.000554
38699825|0.000643
38909679|4.5E-5
39389004|0.008643
40288117|0.167012
41170667|0.03449
41533230|0.016933
41896812|0.003041
42828781|0.012212
43333148|0.02962
43533897|0.006681
43843023|0.149173
43864479|0.005505
44623916|0.000978
44737596|2.6E-5
44743153|0.000819
44790502|0.032249
44797681|0.037507
44890224|0.001307
46313508|0.253865
46630964|0.014816
47352608|0.00076
47380518|
47626069|0.027105
47757785|0.07816
48499902|
48507019|0.072772
48658291|0.004896
49534600|
49701947|0.04244
49799894|0.044956
50189810|0.053152
50273697|0.278337
50758245|0.001119
50897998|
51024887|1.405162
51155192|0.393865
51960132|0.470512
51961599|
52280468|0.021652
52641430|
53059882|0.014471
53178352|0.004305
54630229|
55269690|0.046601
55404385|0.003406
55451784|0.164046
55497281|0.009602
55500860|0.004277
55524055|0.010342
55652785|0.053727
55659311|0.019971
55753802|0.000679
55999432|0.003134
56127811|
57258016|0.001117
58467657|
60479151|0.034507
60977396|0.000364
61490776|
61724376|0.024567
61898904|0.188042
63427664|
63451547|0.248198
63941711|
64783257|0.35992
65479458|0.001209
66715008|0.001597
67474119|0.000149
67686223|0.01411
67707406|0.002802
67719432|0.182663
68032870|0.192933
68545734|0.10797
70442570|0.000149
71298511|0.207142
71612483|0.00149
72782654|0.005921
73201833|0.019974
74627376|
76073981|0.595069
77158150|0.267685
77320223|0.014386
77545160|0.001594
77703308|0.05624
78076566|0.683817
78450017|0.01873
78568736|0.02452
78817217|
79225651|3.396628
79247714|0.216832
79271943|0.002747
79283165|
79403459|
79548760|0.001175
80059889|0.539325
80254085|0.037585
80650858|
80806861|0.009173
83222019|0.134394
85694057|0.049982
85711393|0.512542
86629981|0.088397
88465768|7.4E-5
88479623|6.6E-5
88994025|0.002228
89018905|0.341086
89258104|0.012828
89327422|0.019837
89358641|0.001357
89466504|0.000941
89787778|0.003889
90185615|0.177725
90322352|0.239944
90650244|
91369561|0.008184
91448148|0.008409
91640647|0.025578
92132777|0.887376
92140619|0.004221
92349924|0.010203
92352620|0.637895
92364700|0.02537
92594505|0.004137
92628706|0.000557
92629355|0.000903
92861431|
92877752|0.002016
92938279|1.38573
92938280|1.13076
92980022|
93050630|
93088834|0.000829
96799506|0.037631
97402522|
97431593|0.000445
97486585|
97797267|0.031193
98478039|
99254945|0.003933
99465976|0.009753
99494149|
99646802|0.006079
99725941|0.003552
99839685|0.007128
101070833|0.002499
101302325|0.553579
101497151|
102929927|0.001185
106403786|0.011331
107548305|0.007512
112401201|
113061684|0.002273
113567527|0.165613
114988852|
115105140|0.002497
115105263|0.005495
115108198|
115115136|0.009587
115150623|0.004674
115288764|0.00049
115507313|0.05524
116553919|
116890331|0.232861
117515123|9.6E-5
117515674|0.000282
117544915|0.003574
117648603|
118313102|0.005502
118389230|0.007371
119327278|0.0013
120315082|0.149344
120334442|1.885669
120472041|0.099092
120566395|0.001171
121007796|0.62934
121108244|0.059337
121134517|0.000972
121277143|
121420805|0.01133
121475494|
121568625|0.003062
121595243|
122070918|0.726105
123036723|
123042728|0.00233
123153249|
123416563|0.102368
123573766|0.271898
123902605|0.052098
124106762|
125174457|0.004506
125258133|0.532275
126564822|
126602778|0.012558
126637765|0.096121
126659093|0.063363
126700850|0.013066
127420450|
127843848|0.524577
127955334|0.07142
128886984|
129268651|2.475588
129287469|0.067517
129764561|0.001038
129782747|0.003174
129810365|0.000337
130158363|0.148604
131081852|0.025538
131119300|2.872196
135085261|0.002613
136995510|0.182006
137860956|0.04858
138256675|0.001521
139061135|0.015514
139371600|0.007667
139468902|0.001081
139700621|0.013453
139701741|0.004868
139721086|0.009866
139732428|0.001266
139825840|
139841210|0.003107
139845816|0.002046
139878414|
140039144|0.000954
140044682|0.000846
140048219|
140064648|
140142451|0.001495
140209204|0.000914
140212820|0.001777
140659978|3.970458
140659980|0.169946
140690428|0.005219
140736015|0.006357
140801898|0.069247
140891597|0.104611
140893238|0.005125
141126559|0.056714
141127435|0.005598
141148940|0.41161
141268467|0.00829
141333573|0.210214
141411713|0.00941
141542585|0.022133
141606986|0.013158
141607553|0.021535
141610759|
141622065|0.047079
141685465|0.032022
141770299|0.001001
141809359|
141867895|0.449078
141914317|0.037808
141975903|0.018699
141975926|
141978095|0.044858
142014932|0.203883
142018697|0.005206
142052876|0.604393
142080812|
142105466|0.009145
142108949|
142110536|0.004803
142148228|0.03844
142677613|0.022533
142783746|0.007502
142811934|0.336999
142875987|0.091214
142930937|
142945544|0.042151
143350469|0.448189
143924219|0.016124
144155582|0.03664
144194304|0.020596
144201318|
144458841|
144462697|0.037468
144514566|0.000199
145151809|0.036135
145755099|0.274397
146344020|0.044463
146439804|0.49213
146520491|0.000669
146522930|0.10641
146559012|0.93116
146559015|
146846569|1.312873
147083089|0.005018
147084337|
147114002|7.9E-5
147207533|
147302681|0.027096
147835092|0.211635
148274098|
148305766|0.022161
148544875|0.004107
148612685|
148781497|0.01782
148914726|0.027086
149121385|
149175965|0.03191
149248196|
149252961|
149346418|
149473467|0.022428
149573659|0.017205
149600376|0.06194
149629043|0.165366
149861542|0.12297
149926346|0.205137
150101472|0.218957
150101476|1.756347
150101799|0.050996
150143137|0.002347
150187916|0.061752
150300654|0.096565
150357064|0.856381
150357290|0.033621
150361911|0.030059
150429807|0.00491
150437899|0.0053
150440860|0.00755
150442264|
150443185|0.028859
151826930|0.048334
152223725|0.000861
152507230|0.038536
153166843|0.014621
153742549|0.003869
153991851|0.001532
154067797|0.006679
154222671|0.01313
154339231|
154511165|0.202145
155540827|0.001499
155884454|0.669411
155915231|0.001208
156067195|0.005787
156074324|0.556768
156758188|0.01654
156758257|0.045865
156832130|0.002986
157018051|6.1E-5
157273321|0.001005
157788279|0.001621
157889314|0.049481
157968186|0.015993
158016784|
158183591|
158218818|0.134394
158276780|0.071924
158321843|
158334003|0.039612
158366841|0.044546
158450472|0.015287
158579379|0.013631
158849879|
159105713|0.103563
159150734|
159208074|0.000222
159444225|
159464498|0.00186
159502560|
159510983|0.027162
159628659|
159723646|0.096489
159854359|0.253615
159871619|0.026902
160199003|0.21868
160328766|0.006338
160585813|0.001832
160618494|2.79942
160704414|
160991022|0.091767
161083755|0.489585
161638713|
161687311|0.007525
161744580|
163377314|0.071842
164544018|0.002956
164554097|0.043626
164646288|0.070047
164677806|
164782264|0.151898
164886585|
165147482|0.00174
165456443|0.011158
165626871|0.00325
165721304|0.006924
165991532|
166074503|1.1E-5
166319733|0.317308
166803688|
166833476|0.000477
166874908|0.000297
166933255|0.000108
166968742|0.012773
166969516|0.06909
167005326|0.04739
167086201|
167123437|
167201539|0.088706
167251459|
167303776|0.025799
167524561|11.74519
167526485|0.005106
167554898|0.025707
167656297|
167673218|
167692429|0.062032
167717848|
167717852|0.539829
167719897|0.281947
167747439|0.001653
167756615|0.021953
167792080|0.213876
167891342|0.087957
168191566|0.044215
168674931|7.8E-5
168675489|0.016687
168696027|0.003137
168697816|0.181811
169168102|
169316288|0.030275
169532543|0.008185
169573910|
169662927|
170246850|0.255718
170265784|
170516068|0.002667
170729895|0.000981
172742334|0.100227
173038281|0.023609
173077938|0.040221
173432542|0.128002
175182754|
175302441|0.013212
175400938|0.000765
175402069|0.004651
176252796|
176406202|0.022196
176910080|0.013582
177077475|0.102602
177258700|0.104217
177308817|
177310620|0.211972
177441630|
177961519|0.012451
178171080|
178242590|0.001297
178284730|0.15545
178352046|0.000523
178858648|0.005236
178938437|0.008369
179040607|0.189454
179295564|0.011449
179368346|0.309892
179623765|0.230791
179637067|
179637488|
180412528|
181062415|
189349514|0.165312
193774939|0.005109
193831684|1.420441
193948188|0.020066
193971913|0.30919
193994472|0.422537
194025647|2.781918
196815186|1.278052
196920546|0.44059
197933923|2.0E-6
198006960|0.00331
198011271|0.016355
198037741|0.015658
198076334|4.2E-5
198109209|0.005927
198240299|
198242676|2.993274
198242678|
198280388|0.142472
198354443|0.05738
198358825|0.005862
198366673|0.004376
198388252|0.016661
198408416|0.005802
198418712|0.000646
198457457|0.007086
198537349|0.00041
198555959|0.133614
199420503|0.101175
199661915|0.000468
199662929|0.009661
199688293|0.062879
199688409|0.00066
199688472|0.04959
199709055|0.001279
199716496|0.031579
200297691|
200363295|0.811168
200368010|0.062578
200373531|0.033318
200375020|0.046287
200440175|0.016677
200440270|0.147745
201186294|0.055926
201291281|
201747686|0.002009
202299805|0.002162
202442974|0.000146
202444594|
202490797|5.0E-6
202839485|0.118731
207385593|0.001334
207394908|0.025029
207398432|
211116547|
211215485|0.025469
213067604|0.024259
218988566|0.037386
219096494|0.054145
219107776|
219154792|0.000567
219173590|0.000242
219176881|0.074766
219201178|0.004156
219203188|
219222201|0.000236
219234021|0.00017
219244444|0.010601
219345200|0.003822
219346326|0.157249
219362976|0.003908
219373406|0.185774
219389540|0.006787
219421171|0.148196
219435542|0.136414
219738202|0.130569
219750638|0.003184
219771660|0.07997
219773223|0.004027
219790151|
219795383|
219859691|
219893630|0.004757
219900027|0.004275
219927211|0.140934
220015845|0.088456
220042007|0.001229
220082557|
220389612|0.012837
220391605|0.025839
220397947|0.018161
220402294|0.090971
220416446|0.003255
220420534|0.389705
220430912|
220474209|0.001219
220521199|0.000175
224308601|1.081016
224605072|0.003883
224605859|
224606205|
229476285|0.147127
229480487|0.008127
229495981|0.0265
229510866|0.010072
229585542|0.074391
229687624|0.000752
229689154|0.2359
229740848|0.154192
229751802|0.001179
229751806|0.241524
229771234|0.505146
229777486|0.000677
229804573|0.000157
229810745|0.039209
229910322|0.026
229913521|0.02569
229914020|0.059239
229938859|0.024901
229975095|
230017324|1.204019
230063769|0.001041
230065962|0.002383
230086768|0.000215
230114503|0.046912
230273344|0.012854
230386284|
230955191|0.007108
231075361|0.031185
231093356|0.036288
231292500|0.002272
231714759|0.002278
231809798|0.085674
231822771|0.020411
231922417|
231972938|0.026134
231973885|0.011911
232030067|0.082138
232572560|0.00443
232629077|0.003618
232681393|0.01264
233006806|0.056769
233060434|0.37434
233195058|
233207585|0.004012
233211759|0.022756
233233639|0.007082
233390838|0.011414
233397725|0.064778
233460141|
233524881|0.058314
233531814|
233532554|0.009098
233544319|0.316459
233569141|0.001162
233659263|0.007861
233679640|
233684437|0.029306
233720276|0.014871
233722938|0.123246
233738458|0.020367
234211934|0.12721
234386436|
234451000|
235073221|0.001338
235598526|0.469219
235666667|0.002484
235718636|0.051531
236865152|0.010894
236973844|0.000673
237069277|0.049916
237104103|0.001912
237200747|0.03495
237234024|0.070473
237277760|0.009563
237278994|0.30463
237290473|
237917228|0.000658
237918394|0.000746
237941053|0.005023
238162237|0.200649
238776175|0.033226
238892775|
238896417|0.006246
238914431|0.002186
238917338|
240931244|0.004595
241078868|0.23946
241751294|0.005521
241843363|0.011833
242530449|0.00156
242944454|0.005022
243248327|0.015428
243319567|0.019286
244207973|0.061761
244208023|0.025576
244865631|5.863691
245035219|
245863693|0.181252
246745789|0.019022
247160445|7.360193
248399337|0.005204
248403190|0.35553
248410138|0.005419
248990782|0.00648
249943198|0.003603
250195155|0.002043
250196734|0.00582
250453538|0.026115
252096958|0.072517
252109307|3.684278
252791409|8.0E-6
253832770|0.468974
253844234|0.602567
254258206|0.012994
254278612|0.000505
255552705|
255565860|0.065027
255586667|0.005425
255700967|0.008021
255806138|6.0E-5
255921197|0.015016
255993777|0.024352
256298934|0.097721
256327585|0.021926
256640561|0.004958
256775514|0.001904
257648522|0.016024
258351350|0.003683
258773798|0.69302
258799793|0.066787
258923466|0.029271
259126645|0.004306
259128582|0.44624
259373684|0.126592
259408109|0.001789
259701720|0.016379
259850442|
259967623|0.024018
260003467|0.124919
260131665|
260132330|0.115516
260161144|
260162199|0.024265
260239481|0.003672
260304296|0.80047
260352096|
260370454|0.010605
260502102|0.003745
260504147|
260506296|0.012671
260654645|0.083217
260659986|0.018127
260709448|0.005804
260772408|0.002375
260778617|0.122012
261105201|0.003197
261136000|
261205462|0.001506
261332760|0.038385
261335113|0.007666
261646556|0.0196
261656371|0.063547
261749149|0.001193
261863003|
262434790|0.026513
262465161|0.002309
262613883|0.055172
263074592|
263635510|0.243486
264180664|0.029082
264537668|0.500916
264540478|
264594193|0.794405
264688425|0.034714
265613590|0.000186
266195807|0.003802
266610248|
266845051|0.01973
267542072|0.002014
268289462|0.16591
268772301|
269411609|0.285976
269609504|0.083667
269696438|0.072594
269762258|0.006753
270341486|
270491267|0.003205
270491865|0.511021
270665642|
271013213|0.0247
271040768|
271529021|
271547896|0.066752
271550131|0.032045
271596290|0.029291
271763731|0.067183
271773721|0.166981
271900514|0.038195
271900941|
272086159|0.017115
272086869|0.262579
272179220|
272650576|0.001055
272839425|0.445459
272944291|0.259387
273043307|0.113182
273792220|0.000917
273861698|0.023114
273885188|
274039489|
274088422|0.064473
274129522|0.160984
274135602|
274238240|0.014352
274509791|0.000647
274551602|0.023435
275367529|0.098904
275489982|0.113289
276232142|0.008428
276456395|0.021295
276935987|
277943745|0.05825
278003738|0.084495
278180434|0.004651
278270436|
278352995|0.022536
278683641|0.004753
278731274|0.030461
278780044|0.023352
278825952|0.002144
278863150|
278895603|0.270239
278956474|0.012207
278988794|
279081935|0.141795
279087522|0.094484
279089927|0.025303
279156705|0.063148
279202406|0.108151
279254042|0.002331
279401848|0.00531
279462605|0.076896
279569707|0.043304
279569718|0.167679
279570232|0.016544
279572906|0.005903
279615979|0.521353
279741942|7.4E-5
279955276|0.124964
280033934|0.126174
280564453|0.06478
280685089|0.944997
281114303|0.426645
281498280|0.116518
281577119|0.060865
282270717|0.016928
282925798|0.041393
283677584|0.002423
283987930|0.008982
284050381|5.215021
284364590|0.06818
284445951|
284595199|
284611896|
284613090|0.014244
285181196|0.080695
285516033|0.136575
286169292|0.001211
286358203|0.002924
286956931|
287151976|0.004749
287256222|0.003438
287326187|
287328866|0.156809
287351976|0.118624
288312840|0.148546
288346083|0.001811
288471108|0.009617
288517585|0.009445
288778712|0.018659
289166536|0.053577
289370888|0.463322
289379110|0.30631
291340620|0.748336
291385340|0.027612
291466214|0.003226
293151358|
293345927|0.026258
293480903|0.142784
293525651|0.005971
294092960|3.15659
294092966|0.180443
294200378|
294206429|0.001425
294206967|
294261093|
294273900|0.001509
294327312|0.017009
294396726|0.007476
294784522|0.040409
294929861|0.128507
296184440|1.408183
296638064|0.013222
298246821|0.000358
298541138|0.028659
298661555|0.014773
298666271|0.018957
299160301|0.006156
299219025|
299443090|0.06998
299702740|0.190064
299778628|0.035922
299899924|0.084143
299906906|
299948201|0.304944
300560295|0.046097
300654002|0.013608
300871545|0.008887
301022235|0.003839
301264684|0.017669
301323571|
301741204|0.507468
301859899|0.080458
301956407|0.155313
302136704|0.054922
302146957|0.170185
302384263|3.174382
302386283|
302625238|0.199942
302686340|0.02676
302773503|0.033506
303255899|
303909865|0.001883
304033253|0.002705
304101379|0.000207
304458680|0.088882
305386053|0.324877
305399324|1.402466
305399325|
305430209|0.135075
306263608|0.000621
306578324|
306580215|1.333887
306773020|0.209889
306956190|
307016006|
307062898|0.617403
307084879|0.008912
307085577|0.03848
307216760|0.023471
307297481|
307433122|0.013586
308396022|0.096341
308402602|0.030894
308451526|0.198308
308453624|0.009494
308457026|0.017653
308542383|
308991822|0.006621
309146836|0.374105
309658221|0.003131
309720946|0.036336
309809572|0.03208
309828087|0.001518
309908721|0.885018
309998013|0.002996
310004006|
310170268|0.000817
310308203|0.026034
310556491|0.071794
311070085|8.6E-5
311128363|0.013771
311183180|3.8E-5
312060302|1.170153
314459000|0.03155
315810194|
316450573|0.003866
316520410|
317191077|0.033478
317250858|0.01371
317470793|0.085012
317651704|
317839169|0.060829
318512022|0.204938
318937509|0.6712
320205468|0.003707
320415482|0.103968
320536498|0.031404
321656644|
321724822|
321818578|
323282620|
323292655|0.02977
323301918|
323442776|
323727556|0.02696
323968843|
327012081|0.003787
327121759|0.253544
327251785|
328417482|0.273294
328860378|0.00044
329246824|0.005824
329248002|0.000896
330847328|0.268774
330998582|0.225102
332079835|
332204084|0.218619
332891271|0.004701
333247721|0.005846
333642126|0.041467
333804979|0.023091
336168208|0.004265
336485975|0.298255
336767770|0.001499
337028799|
337440887|0.154634
337886863|
338071673|0.012742
339258033|0.124121
339731418|0.022917
339960875|0.038419
340065168|0.006556
340110295|0.051531
340633943|0.05289
340985103|
341040660|
341309569|0.835256
341487695|0.113758
341550561|
341615749|0.001893
342010156|
342061072|0.027138
343422347|0.378543
343553606|1.293632
344031627|0.003437
344175457|0.00983
345170707|0.025659
345482340|0.003287
345919804|
346181153|0.008199
347552724|0.020947
348319604|0.258189
348839788|0.019193
348898049|0.306955
349057976|0.007621
349059354|0.011004
349091359|0.174012
349154435|0.062995
349156098|0.045264
349195685|0.106808
349308842|0.106272
349309442|0.062107
349310205|
349409844|
349480507|0.006219
349518145|0.078237
349518800|0.269849
349519544|
349523518|0.030046
349642881|
349790953|
349832824|0.009795
349835367|0.008843
349972148|0.164379
350030939|0.056889
350142099|0.034836
350146577|
350297040|0.025398
350298314|0.058016
350443417|0.004118
350445771|1.217246
350478924|0.159127
350479101|0.005631
350480660|0.055196
350522254|0.000346
350561815|0.147883
350622185|0.556193
350740905|0.000406
350764481|
350765919|
350954272|
351556896|0.031319
352110251|0.028057
352165018|0.018894
352979549|0.007121
353077789|0.203751
353854078|0.003742
353894978|0.016412
353939279|
353987913|0.00293
353989471|0.003659
354014743|0.244069
354385277|0.665567
355151781|0.011867
355152971|
355357949|0.073545
356015357|0.001857
356015361|0.010377
356150515|0.015314
356340346|0.002817
356524567|
356701798|0.004217
356820646|0.010396
356896561|
356974629|0.57743
357047278|
357345626|
357790008|0.020283
358018764|0.028964
358108063|0.012602
358179405|0.744392
358335586|0.028402
358510596|
358659512|
359188252|0.012021
359390362|
359497418|0.007915
359552377|0.194332
359588615|0.151846
359631482|0.004352
359675849|0.00022
362104293|0.003077
362220700|0.130573
362520882|0.165035
363149298|0.3574
364186087|
364302118|0.002765
364395234|0.120714
364399376|0.014903
365070128|0.06579
365368501|0.00558
365428002|0.010016
365694569|0.007756
366557556|0.003416
367681735|0.188258
367835766|0.007485
367838785|0.011296
368208585|0.022986
368260545|0.53465
369334982|0.150026
369506001|0.177886
370065236|0.07621
370134610|0.046105
371839073|0.003234
372419506|0.133848
372743588|
372758722|0.031926
372816629|0.03553
373844472|0.113093
374040120|0.18281
374704025|0.120633
374828411|0.003601
374944608|0.011067
375599392|0.023105
375853985|
376593757|0.901425
377055044|
377190161|0.021077
377192659|0.470927
377192675|0.068471
377296926|0.034591
377307592|0.003072
378363284|
379628820|0.054076
379631121|0.080884
380618779|0.11639
380651349|0.009603
380783252|0.458561
381948745|0.001031
381950094|0.000329
382028425|0.231743
382069435|
382160146|0.013633
382188882|0.004775
382517745|0.041407
382631678|0.118327
383346621|0.065003
383427491|0.002283
384031569|0.121879
384742846|0.003449
384992041|0.205066
385041086|0.010847
386687697|0.000319
387237076|0.001277
387513120|0.045077
388179896|0.023773
388508344|0.003036
388602832|0.12434
389015383|0.049968
389510663|0.000305
389669796|0.125891
389761749|
389922504|0.027616
390021728|0.118302
390408482|
390632932|4.5E-5
390668263|
390896668|
390955053|
391887389|0.22778
391927558|0.282309
392536812|0.006271
393491149|0.009208
393672471|0.025292
393871721|0.011613
394179296|0.099535
394230860|0.001016
394452884|0.00294
396170777|0.021347
396424970|0.105079
396486931|0.522502
396696863|0.001102
396903513|
396953669|
396954096|0.001627
397048159|0.012139
397058826|0.000716
398785689|0.010488
399664959|0.02203
399788405|0.039316
400302671|0.070957
401227592|0.069546
401606923|0.008563
401946845|0.001068
402447670|0.07332
403118245|0.022473
404103665|0.446915
404123632|0.007269
404804908|
404854539|0.137377
404927661|0.013839
405034090|
405219270|0.027078
405219739|
405220019|
406095880|0.004347
406798603|0.032485
406864355|0.060159
407298349|0.025695
407515765|
407594410|
407661994|0.046358
407823917|0.017249
407824089|
408131298|
410354930|0.044798
410868364|0.001372
411416726|0.203687
411451519|0.023365
415045920|2.030442
416024040|0.003421
417118871|0.002104
417126296|0.017897
417175621|1.9E-5
417734853|0.028546
418295363|
418532689|
419575080|0.007889
419744996|0.002242
420114772|0.069508
420137341|0.007376
420645952|0.001506
420757505|0.000673
420947520|0.003894
420962954|0.074675
422251657|0.485815
422284103|2.7E-5
422844353|0.001874
422965201|9.2E-5
423027012|0.026895
423524230|0.03647
424796997|0.003304
424992973|0.008284
425064757|0.687457
425158608|0.102074
425172025|
425206121|0.012664
425215390|0.000786
426111509|0.067369
426588729|
426803687|
427063387|0.127098
427578308|0.006417
427654774|0.194001
428055818|
428772119|0.007929
428784674|0.175505
428795527|0.567563
428987718|0.02503
431589510|0.000293
431936432|
435336503|0.011138
436243444|0.054634
436592342|0.002375
436847239|
437212966|0.55516
437241830|0.00702
437322147|0.001408
440676745|
440796977|0.052405
441128066|0.003653
441183795|0.00027
441499423|0.001967
441641972|0.000523
441687696|0.047004
441690583|0.023937
441721258|0.00073
441721286|0.000139
441734144|0.005464
441739153|0.006836
441794509|0.090059
441804888|0.044298
441807438|0.009632
442240473|
442918617|
443171652|0.68915
443969553|0.00018
444801274|0.297582
445556827|
445924091|0.036915
445932196|0.057061
446175401|0.003838
449999729|0.032048
452786194|0.024501
452845139|0.141427
453012065|
453097744|0.014854
453552912|
454190342|
454222105|0.043556
454665792|0.192663
454855280|0.043253
455110001|0.003139
455206965|0.437435
456610411|0.014324
457172621|0.011444
457427613|
458267524|
458481461|0.138876
458842028|0.020102
458847254|0.08526
458911894|
459252372|0.001209
461579405|0.018253
461625381|
461713146|
462785373|
463507016|0.023818
464380201|0.018644
464422047|0.005264
464886060|0.160646
467181063|
467668926|0.157392
467785365|0.215644
468276605|0.051274
468606062|0.00469
468641429|0.035274
468887783|0.000336
468948126|0.090566
468958374|0.075882
469441650|0.281348
470124714|0.003496
470152814|0.04898
470212961|
470901118|0.01731
471012349|
609742113|
640714388|
1717079071|
1883519478|1.018992
1981303680|1.682495
